"","se_1","se_2","se_3","se_4","se_5","se_6","se_7","se_8","se_9","se_10","se_11","se_12","se_13","se_14","se_15","se_16","se_17"
"Glucosylgalactosyl hydroxylysine",10.302126592508,10.0306235326232,10.6630620652406,9.84314985265895,9.69721255327692,10.5956535582076,10.469156046182,10.1302490400703,10.6712474949157,10.212733575509,10.5028996869018,10.3185773027014,10.3489553301854,10.5672262586485,10.6548849258316,10.4865322283214,10.2452495972677
"Glutaconic acid",16.7255105290086,16.8801415002768,16.62312799613,16.5543823003836,16.5665274772992,16.9994395016062,16.9470596053853,16.4996522875555,16.686283295468,16.6058569347393,16.5311178366477,16.3440351842176,16.7051200636753,16.7936885812193,16.5733724354372,16.6382342136617,16.587629754863
"Glutamic acid glutamate",12.8689468918143,12.9826878130397,13.2980395336328,13.3320581282882,13.0168763984637,13.3503173091623,13.2702506565638,13.5580373631719,13.6657955091559,13.3751941233351,13.6160202865877,13.7572054895003,13.4006905608874,13.430612679479,13.4803273401938,13.4151193217059,13.5160514353081
"Glutamine pyruvate",11.6528894278474,12.1342516130777,11.0217029571701,11.6636376970612,10.1605110966883,11.9974822535205,11.4578052167538,10.8542528312611,12.1430963247212,11.7649035610551,10.9816699532547,12.5397412041873,11.4958156897208,11.9546729905099,11.2563405404196,11.6378053202792,10.6417616699711
"Glutamyltryptophan",13.0111547769073,12.8769257495302,12.761516795211,12.9446975185225,12.8761455849897,12.9025010017084,12.9508261838225,12.7663828121578,12.2529999080851,13.4155213855791,13.1824948427149,12.6521937526187,13.0300800502515,12.7816216414168,12.6940401320514,12.8414811643061,13.0243865960434
"Glutaric anhydride",17.3611115297668,17.5186271758261,17.2005615365684,17.4671788825414,17.307092155939,17.0686779919369,17.708520301192,17.2070904774069,17.5241978759763,17.0378336993534,17.5356831546545,17.0507693580083,17.23320764213,17.5655108715482,17.364910181139,17.070095598737,17.3216510218562
"Glutarylcarnitine",14.7998197054778,14.6263680225659,15.5233532670723,14.3827028889794,15.0359181610362,14.7675458416474,14.7081231516657,14.8798968096025,14.7904811816119,16.1479257475189,14.1889546524538,14.6328810129051,15.3130055850175,14.8174323435993,14.7984547210984,15.0101737034986,15.2970013777928
"Glutarylglycine",14.7438074188565,16.3323008320839,16.705536102292,16.4811306036852,16.3674338912127,16.4866123961164,16.247692165282,16.6875287894107,16.1374541260072,16.7753015103377,15.8172735211528,16.5091784597393,16.4474410195068,16.3792475330656,15.7865211069829,16.5566653748549,16.5444750522841
"Glutathione",13.5137538441303,14.4327901063663,14.40579905092,14.3052911959481,14.0030267134946,14.1577364137375,14.5169067732791,14.0902795304917,14.5549676202213,14.0032961507223,14.3899008201933,14.5318663972365,14.0462858399479,14.2646319703664,14.3766077131394,14.2291012130307,14.1577650813565
"Glutathione peroxide",12.0668095937893,11.8482466577531,11.6921767604729,11.9248585779868,11.2303606530405,12.1903163038099,11.9427821363056,11.8718795264069,11.9438105275383,12.1272825251596,12.0307381131948,12.0149610623252,12.0631386103957,11.9254235261777,11.3240412134919,11.9337210023652,11.3948362992159
"Glyceraldehyde 3-phosphate",16.1877458690151,13.9780460625339,13.5685307901821,14.1920317281455,13.4167851024445,13.6120340741912,13.8062407800559,13.945386764529,14.4270308149243,12.8480152362191,14.2246138965795,14.2264951340011,14.2695196488164,13.9274893792831,14.2642061936211,14.0977424642741,14.2087204020567
"Glyceric acid",15.1661732349421,14.8778599760283,15.5293088004612,15.3243854915107,15.0633108718048,15.2747421014086,14.976532496946,15.0676798979964,14.9449824256966,15.6628293947362,15.2470397440135,15.1971991726038,15.2578892175682,14.8254000589725,15.3726358235298,14.8241626138497,15.0949123225588
"Glyceric acid 1,3-biphosphate",11.7420371147286,11.6394127450591,11.616681562704,12.4213266534294,9.00405375194938,11.3373544792506,10.6065191971616,11.3831922415491,12.0896458022231,11.4143616636095,12.5803666465321,12.831733721696,11.4001325152678,10.9391804132672,12.8156999810062,10.7001505937205,11.285803624013
"Glycerol",16.7600183127972,16.8658496895021,16.7249411120364,16.6417804785185,16.6855469266099,16.7794647795901,16.8379477029169,16.724902623913,16.586809618203,16.5565461189551,16.3595796282205,16.2549897494122,16.7205061937744,16.4438274284497,16.6454701010542,16.4600790487478,16.7017018974908
"Glycerol 3-phosphate",15.8725148047109,16.1921583652963,16.0590916774874,16.3692266602497,16.114780424832,15.8993380538076,15.9608266635264,16.167389265053,16.0333466625809,15.8279591571807,16.672722433441,16.2569705988643,16.0820668218213,16.0817042552228,16.1762973981337,15.9579433332146,16.055683219431
"Glycerophospho-n-arachidonoyl ethanolamine",16.7747427657169,16.3750432533065,16.4934159514182,16.5639678813978,16.3259991302592,16.4002287773183,16.5183572388832,16.3359616954934,16.495095290475,16.5037507770554,16.5111474505447,16.2587076776479,16.4206861329685,16.3044035263814,16.5614904176232,16.5124510680709,16.3071654686287
"Glycerophosphoglycerol",14.5651677569218,14.2917482226909,14.6098693965933,14.8107792983097,14.4309685470277,14.0743939535395,13.8467292997506,14.2758761114477,13.9004433291266,14.9879822841466,15.6273440628927,14.3316609247877,14.6374248193609,14.3418137711883,14.6367307035532,14.1680205397217,14.6392131048216
"Glycerophosphoinositol",13.1360800954114,13.1338544266916,13.9860928298124,13.8327341826889,13.6425489857241,13.4260645141891,13.4954646498394,13.7373270867105,13.7729191054239,13.7732162466187,14.3317103193977,14.1204183402932,13.8785702069151,14.0512472862435,14.2210133238197,13.7030159110915,14.0451206915265
"Glycerylphosphorylethanolamine",15.0831731569363,14.8378508914808,15.7352073915194,15.6186191059257,15.3836954448112,14.550776983671,15.0402618618462,15.3995063954505,15.0270127242426,14.6814448484165,15.9106344360687,15.2957277632278,15.3209157183808,14.8075179202355,15.6603013046816,14.7146260399081,15.4346096436024
"Glycinamide, glycyl-l-prolyl-",15.1568432683479,16.3650497069168,16.536127238817,16.4479505951886,16.4106812650114,16.4620159580394,16.4219893047576,16.9293286459374,16.8977327086598,16.4799879780114,16.5637373458241,17.0324704925973,16.8358305894568,17.1131268604303,16.539300291005,16.9123187398496,16.964724391839
"Glycogen",12.4443665710179,11.5362633838079,13.5028126394368,12.26435470799,12.4536515094576,11.1317200022166,11.3864763336372,11.7892417101765,11.2580508260137,11.7853150181869,12.5164547629857,13.2745373510034,13.1610536308766,12.7785348851989,13.5308009316563,11.6803497514185,13.034213040095
"Glycyl-phenylalanine",12.0588940674934,11.6681856602823,11.8383711130028,12.0527578083236,11.8430962268295,11.7055697117348,11.9061408185725,11.9112633316899,12.0143946448136,11.7868280864658,11.9979127098396,11.8997831614107,11.717665735045,11.994554018542,11.9282240854045,11.9910021737415,11.303999186931
"Glycyl-threonine",15.1254303076995,13.9795791407115,15.0558786432626,14.5420956796539,14.9185444507425,14.1031671172188,13.7801192590222,14.3599527812796,13.6857458814234,15.5752454053183,14.811972746118,15.2899984534002,15.1749803950503,14.3241061356456,15.1753499418928,14.1117160393822,15.0176349711486
"Glycyl-valine",16.9358701536462,15.7547008440203,17.0887832029381,17.6382655404445,16.5619576945387,15.655628954995,15.7361443531365,17.0338882624136,15.6799398492048,16.9873070010825,17.8812576381233,16.4679446623079,16.5066180768647,16.8728873900694,17.3242184005316,16.4340324785394,16.9650290974902
"Glycylproline",15.3939380861934,15.1079349087196,15.579747988899,15.9037956610645,15.6979421484397,15.4544773615714,15.3437872019512,16.3130515156891,15.5345579236675,15.6338186549551,16.3670627065466,15.5431997408027,15.7943935716318,15.5260755623309,15.7152747992462,15.4263025016334,15.8699162963427
"Guanidinosuccinic acid",14.896174145517,14.6033595267566,14.7688977987919,15.4508944462241,14.8339985066428,15.187756889387,14.5504526774118,14.9900992065481,14.4477290712111,15.1608082690718,15.1538046723844,14.8193928952218,14.5694805384635,14.9933724318034,15.1535581285402,15.2591512803981,14.8786138318855
"Guanidoacetic acid",18.1116660086349,18.3766766764561,18.0734492083019,18.2884740906991,18.099887065332,18.5176838683758,18.3178958681814,18.0109111379745,18.212200536627,19.1742510484366,18.4228101781393,18.7521407679681,18.1497459405057,18.3962355042217,18.3107272864531,18.2142843149999,18.0010565499008
"Guanosine",12.3860870115044,14.3827186216053,14.0972312073425,14.3615124625679,14.2637298136362,14.4937718195819,14.2487176770783,14.3037557558411,14.2241919069932,14.4905376958667,14.5293853862697,14.3356281139555,14.3555885753921,14.4310189570654,14.3583265363097,14.1370230416023,14.3890213576531
"H-tyr-gly-gly-oh",10.8247872350274,10.8140907521327,10.8136635989931,10.8165800010534,10.8098814184252,10.8145877491858,10.8124512270939,10.8145177246278,10.8091641684003,10.8199126990592,10.8115953507351,10.8032797304739,10.7998915848931,10.807446100795,10.7965633197925,10.8083055000099,10.8003246025788
"Hboa glucuronide",12.0588863062338,11.8604190298149,13.0959519577523,13.2493879956611,13.1449199252599,11.9148858809138,12.2986724349556,12.9746646054216,12.9866815511364,10.5804448838331,12.0903262022303,12.3081236761216,12.4306092645516,13.5294376012352,13.4230834085111,12.5855689662842,13.198542825011
"Heptadecanoic acid",16.564707799378,16.8280167606162,17.158213029867,16.3327294213179,17.1302502365691,16.6948506907915,16.5469795697484,16.8415529626656,16.3302272271562,15.8773621719321,16.6476643249763,16.4153308562555,16.8168749379158,16.3924593203891,16.5036270254416,16.2742633530424,16.9069012101973
"Hexadecanedioic acid",13.9554056352542,15.4278956666863,14.169896436839,13.5731177280424,14.5951282650871,14.7304659904275,14.3629205985171,13.3545130987107,14.6637422366895,14.498778532649,13.923178520618,14.3515070735197,14.4817298327965,14.2587343880437,14.079315389986,13.6996475278634,14.2023791440213
"Hexaethylene glycol",16.2410531436037,14.947305415984,15.0079986376833,15.290906065744,14.870586142598,15.0045812110668,14.9835674510176,14.9022297874998,14.971993797714,14.9714336864295,15.0285631969942,15.0961850481397,14.9123020720995,12.1963281334759,15.0820273751932,14.8386412067882,14.42240243397
"Hexanoylglycine",16.5672076267069,16.724005766941,16.7962774871688,16.094804239869,16.5348699174875,16.61595505257,16.8534675416244,16.3237906011997,17.050814315455,15.633486385922,15.6952636405343,16.5204106572052,16.7446055089725,17.2404019623262,16.0555257718664,16.5606762481889,16.6738433629231
"Hippuric acid",16.2182064623347,15.6561686104842,15.6051697300999,15.9483294823978,15.6622631634562,16.0956572463576,15.2640364041045,15.6027310848527,15.3565695130698,15.790980563597,15.987371317406,15.7400314525647,15.4871380565149,15.9288706279158,16.144275747764,16.0712350908354,15.1622513217098
"Histidine glutamate",12.6797079766754,13.6334023910125,13.3937893668808,13.4977644447583,13.2563356729425,12.9038107865194,14.0776615487955,13.2037021769811,13.6344248875567,12.9581174085544,13.6483544826432,12.9459440761653,13.221778234163,13.685276077438,13.4094036632389,12.7808979560586,13.6492189253207
"Hmboa-glc",12.8970815769166,13.6320378283001,13.7272856931914,13.2983206451087,13.8363658500119,13.7155272505461,13.3365128491267,13.7712768502885,13.5692134348528,14.3860070568618,14.1159321519425,13.6227296990192,13.8766041644958,13.9468521385752,13.7380486124703,13.49361131133,13.8136025293488
"Homo-l-arginine",15.0210612644333,14.7820656021639,15.0932782737805,14.8701741328006,15.1160094277543,15.4708770070969,14.945957822551,15.3732805336108,15.1561955101019,15.5534239947838,15.0090626480099,15.0251310949836,15.2661930099713,15.0972049420478,15.1593926899733,15.2115087346212,15.3102703378188
"Homocitrulline",11.8626645903394,15.5508797650326,14.409242670441,12.3525402497474,14.7050683510999,14.4074592560028,14.8452513586637,14.7391805296755,15.8812237287934,14.420485577663,14.3957108121554,14.8835477338005,14.8950492846099,15.6556443038933,13.8071188058841,15.6774990033143,14.8544664006829
"Homocysteine",14.0501010761693,14.7309535144941,13.8948162597345,14.1780059830094,13.6962906376151,14.0388747908756,14.2339716051599,14.2090668245252,14.0901329866448,14.3865676833413,14.477575281716,14.5807813288457,13.872843771116,14.3962478815118,14.1392491055298,14.8486062611646,13.9294143726503
"Homogentisic acid",12.4885276564853,12.5202427932251,11.5078031165063,12.6272209833832,11.3966190565941,12.7761576289834,11.7020488935754,12.0777674921978,11.9535660698936,12.5335099268705,11.9467093789457,12.1608002152474,11.8310427941337,12.3367357523357,11.6321558430649,12.4216120118839,11.8321917726811
"Homovanillic acid",15.9073251435496,15.5770437134997,15.8500242268673,15.9595143382617,15.7958979845257,16.1624843028184,15.5897720897239,15.9821625271276,15.5855872765722,16.4481295360831,15.5907867363123,16.0613275341033,15.7743705304842,15.6072934104209,15.8300649157382,15.8169739845336,15.7755148286226
"Homovanillic acid sulfate",12.1760915862327,12.5557219481406,12.3167070699249,12.4163227142291,12.3654101493506,12.6976439405865,11.9763577113407,12.7312870053608,12.5797471528064,12.6921629678682,12.7599710943644,13.3665448298589,12.2683641053408,12.7846304508584,12.6907986049083,12.6584258680937,12.2649812483377
"Hydantoin",12.5414328536641,13.4014981383426,13.3069419977465,13.2288610990784,13.3994518350793,13.5866810589601,13.4141124117126,13.038445633401,13.4090675218322,14.2677530555092,13.4454598074588,13.7342919447252,13.2392823688425,13.3303452908931,13.3687441998201,13.1583684213808,13.235085654918
"Hydantoin-5-propionic acid",11.8760286656191,12.0652549282816,12.3647609188631,12.0177308824143,11.7190237189343,12.4347120108517,11.8015536575113,11.8848266197532,11.811199650257,12.0270764758085,11.9192475831479,12.0320027159087,11.7054456587491,12.1653557473015,12.0567123829258,11.7335574922398,11.9486801262466
"Hydrochlorothiazide",14.3931811406701,14.532606228432,14.0371390575792,14.4750976122427,14.484004961257,14.4840548869263,14.4157417450491,14.2110047397379,14.7322373783886,13.8285402263589,14.227316636247,14.3338823277713,13.671752265108,14.9707200436367,14.2899795788388,14.2532312519331,14.3581848693637
"Hydroxyhomo sildenafil",12.7130943156241,12.4724332421304,13.0453208060742,12.7454278649965,12.7902023603519,11.9625110621667,12.4290624132415,12.9204089559513,12.6648156420261,12.577010130036,12.5871961265349,13.414795151204,12.9363680896928,12.6937922254715,13.4997688370449,12.5611458366436,12.7842789797371
"Hydroxytyrosol 3'-sulfate",12.7649543078028,12.7688331193689,12.7653891029582,12.7748386071478,12.7748386071478,12.7793225857803,12.7767608214469,12.7737752056259,12.7666785471158,12.7761296128524,12.7771905154379,12.7746232774282,12.7731283897922,12.7709830603064,12.7735596468214,12.7688331193689,12.7714152431404
"Hypogeic acid",20.3032015198339,20.695287186394,20.2370513570808,20.0471273432183,20.1563758613042,19.2341085396229,20.6007264914329,19.6448130976316,20.0242647332602,17.7433490587187,20.3395361818521,19.3956686917449,20.2527410046554,19.7657133592892,20.167702136309,19.5977611636732,20.1234995061815
"Hypotaurine",14.9560176090838,14.7158642157248,14.8363570421855,15.2757997595264,14.9391051415208,15.82232159875,14.6105426660178,15.0515512017523,15.0261941186738,16.0032552779023,15.4862040325785,15.1347928249225,14.9108254395198,14.9031816152159,15.5535185671323,14.7238083305959,15.2262692720833
"Hypoxanthine",17.7334990667799,18.5506906110419,18.149127755752,18.0784550460574,18.1416750445928,18.2841860186431,18.4168237016218,18.0487959278271,18.4215367231691,17.8959547787234,18.3955424102061,18.0476675526265,18.1845693847223,18.5563566547265,18.2190875073301,18.3573636252722,18.1094463792696
"Ibufenac",12.7015959877976,13.2257604843492,12.7672183995051,12.5965300066489,12.7908137279611,13.0719170353336,12.4657271078361,12.7047226840723,12.3630211765984,14.0205647397288,13.0224244859685,12.8842587133894,12.8245905607378,12.815225973413,12.759711695657,12.9009342732101,12.3913262887376
"Iguratimod",13.0714752829203,13.3840173884058,12.2721073204395,12.4011708426841,12.2137837708774,12.5319236302458,12.4982317027994,12.1562689909119,13.2243413297039,13.1973788751712,13.6579654997519,13.2246624851858,13.5922206084933,13.190803576247,13.085324423795,13.045253708919,13.6101731531262
"Ilexgenin a",13.3286463826056,13.5445394366574,13.4079757652958,14.0937796988317,13.6217345724494,13.4819028554785,13.4817615404916,13.4770557016773,12.7843151473106,13.3488756214528,13.5412228162425,13.5169587572774,13.4659748645667,13.4788978232436,13.6355930495402,13.8939209242547,12.4559729749925
"Imazalil",15.6332823177827,15.7227823378178,15.5835730820332,15.6005337225621,15.6837188776428,15.753492113284,15.9242890629482,15.6266540195807,15.7983379750718,15.4731646713816,15.5601674206296,15.4831865542414,15.7978835274183,15.9465806767179,15.4114149530792,15.4927944976324,15.4212769989558
"Imidazolelactic acid",17.3250024996204,17.5819924316834,17.568599476961,17.0890588264695,17.6615354219944,17.4538916600567,17.7030612206747,17.3620164135597,17.5534399932905,17.0887189311251,17.2179414210849,16.9137797709745,17.7087823244974,17.7200471737976,17.1225712614182,17.5713449231125,17.6159168218244
"Imidazolepropionic acid",16.9406856866205,16.2050213468828,17.3786317745487,16.9080352833177,17.0004528775819,17.0104116438149,16.0359019495781,16.8248306190182,15.8342882556312,18.25938786948,17.2467775760325,17.1527662961101,17.2390624508775,15.5670209685007,17.0645610604336,16.1856938548325,17.0320670569993
"Incadronic acid",14.0237258246588,14.7793838399373,14.4741439972943,14.8436806875721,14.380363189369,13.7673473424075,14.9836080069996,14.4989744903367,14.8791750455949,12.6393088784945,13.9021152999734,13.0501249175942,12.9811612141254,14.5357321601938,13.0152217502589,13.5953591093094,14.7810724970068
"Indole",13.3547537046049,13.4290376198987,13.2508851325367,13.3696003876586,13.5411554206657,13.698183053607,13.2946852110582,13.7214250380445,13.0610926607656,13.8832760952927,13.512945348115,13.078640464286,13.5337988763034,13.432393204776,13.2308768809915,13.4281750104742,13.5223650912266
"Indole-3-acetylglycine",14.5119223950454,14.8306075053155,14.2641277964152,14.0410575913794,14.1880971248555,14.6731259899932,14.3417941881832,14.3490631789086,14.9140922189868,13.8444655678089,14.0351331434158,14.0076773605994,14.0575640190222,15.7171353661034,14.1767147460835,14.8614432096544,14.3465299637464
"Indole-3-carbinol",14.8652637483468,14.7888983644592,14.8721898288639,14.6870942458123,14.9900837969576,15.1805923997211,14.8009757745928,15.0363536990756,14.4245442488573,15.4543358868789,15.0898643937113,14.4946735204876,15.0557461404214,14.9486484536818,14.8011122140784,14.9174166554856,15.0908646936781
"Indole-3-propionic acid",17.7217880596266,16.5869326333523,17.3762445477787,18.0038324309094,16.8361988134006,11.2885166339813,13.110879958111,17.1159796482391,12.8306323015807,17.2661158751483,17.8445884749763,16.2646198742019,16.5349608491925,17.4197528597016,17.784334900802,17.1507520090932,17.2421874459523
"Indoleacrylic acid",17.9546662606132,17.8487406815375,17.9032463841522,17.8570735254887,18.0260559918255,18.2382993505267,17.7914170361618,18.0957886758015,17.5414593665493,18.4599474863708,18.0897013787644,17.5031522511059,18.137617443722,17.9635914361652,17.7972071069793,17.9585551116859,18.0820675716433
"Indolelactic acid",16.131025699732,15.8123691103187,15.5994513992791,15.9432382030555,15.6296515831326,16.1815121635662,15.8149365184591,15.7701998015299,15.7245036182054,15.8880569451483,15.8175583967584,15.7675555241402,15.6589110134112,15.7966611104903,15.7754703838202,15.7566871893487,15.6168735946215
"Indoline",17.9671678832128,17.6871025860295,17.724228195975,18.0644110372401,17.8502343923132,18.3329534228451,17.6723400030546,17.9543811029507,17.6687938701981,18.6279207021361,17.9164161743166,17.8246132936644,17.8184433895934,17.8138835709277,17.9825444041034,17.8806283114011,17.7316980838147
"Indolylmethyl glucosinolate",12.6165524883285,14.270306105586,14.2369704711516,14.1554934280493,14.1200844088955,13.9546339415354,14.4355351921374,14.1658619722129,14.0364897552978,13.8560012773246,13.9167131828914,14.0067851664153,14.0299688105839,14.5139821927566,13.9525064376084,14.5359020403638,14.3128553323242
"Indoxyl sulfate",18.0667798714804,18.1368820163556,17.7453123611335,18.2080099288589,18.2136451589683,18.2080011645598,17.977149030304,17.9678062905891,18.541839767013,17.6920847098728,17.9391941776478,17.9364027713155,17.4603855336519,18.571625145383,18.1788708939685,18.0490656309735,17.9436969305971
"Inosine",12.3244942428841,13.7014581264174,13.0261115982173,11.3600348921391,11.9951402967878,11.3973168311878,9.63368759012016,11.2435016736392,11.3013990834668,11.097102251915,11.7624814690862,11.600531051256,10.5243870603562,11.358123401227,11.3838128485746,11.4603804118439,12.2303563016728
"Inosinic acid",13.5546881998436,13.5290871672769,13.5772336509877,13.5980374325248,13.6031889370164,13.6521159268483,13.4878322304672,13.5872753798501,13.4992992462072,13.6019997901293,13.4763116038773,10.7909481494168,13.6998399231968,13.5175313108965,13.5455306925879,13.6388848569839,13.6392445527291
"Iodomethane",14.1341147616093,14.7912296218625,14.9404415825498,14.7617609962721,15.0237148897849,14.5250910558266,14.8294361264032,14.8676003010759,14.6881591002223,14.8496785294614,14.523045186055,14.6998678156201,14.9786552996337,14.7845868154148,14.7035719638806,14.8135937289726,14.8609726122245
"Irganox 1330",14.9038677823065,14.9612414983109,14.8362140585512,14.9319812207221,15.0280724713301,15.1986585315985,15.7178832681403,15.416520095274,14.3878864561058,15.2072662311781,15.0480566019939,14.655354833511,15.3666191888736,15.1206222830463,14.999837867367,15.247028230267,15.2875139650829
"Isobutyrylglycine",16.5323598935617,17.0121188440581,16.387667957308,15.5066801329322,16.4813242142202,16.353074363682,16.4986947725923,15.9376703077266,16.9436936259165,14.8913034357562,16.3514614739153,16.8116109340459,16.641219979792,16.8640569377909,15.9541614670919,16.004014652838,16.3657107525014
"Isoleucyl-serine",14.5034046579076,15.0182120820818,16.0066724505647,15.261313284383,16.0034151724096,15.396856424938,15.0422272850427,16.1370701007607,15.1891225928088,15.7083632973055,14.8617344108153,15.4884781260525,15.9113527219527,15.1216443257035,15.1417428082689,15.3284145992333,15.8445107926656
"Isoleucylproline",16.718217369576,16.7603288790318,16.8546201829976,16.6122544196751,16.5087168156475,16.4172860482945,16.9508109568591,16.6883236706538,16.8134323681183,16.2936517573951,16.8677912399167,16.6773156176379,16.515950234156,16.8124977793017,16.6958989585813,16.539023091119,16.7230849067651
"Isopilocarpinic acid",21.9453779678943,21.9850605512965,21.8493153150484,21.7292482713218,21.950991235508,22.1611896149867,22.0227460579613,21.6637813457632,21.9879892705424,22.1036102729947,21.9750760273988,22.1548336558328,21.9291157807071,21.6532662203436,21.8770989668912,22.0133463895637,21.845732312184
"Isovaleraldehyde",15.9647487824479,15.7123711995836,16.0896123137792,16.1932993598891,16.0650036061502,16.1453931358042,15.6177359248066,16.0800461705492,15.8283150443015,16.3524221702141,16.0626514981722,16.0480508309048,16.145794709764,15.6374423963826,15.8287072740979,16.0323580372926,16.0608675634837
"Israpafant",13.2606185301822,13.1293779716142,13.0942114185699,14.5229554329815,11.556006765677,12.1347893101131,12.7576728528812,11.1095957332818,13.158862577133,12.5814479450908,13.2036149773063,12.8434247691978,12.746110787259,12.9601829062961,12.8536212109681,11.2886123051942,12.9217927012796
"Keto-3-deoxy-d-manno-octulosonic acid",9.49288599041489,9.47632310472519,9.38950451114807,9.38003818246085,9.41251124285813,9.42828699055642,9.75050813224324,9.09898653175103,9.70396572504594,9.34735741204048,9.41492877087788,9.40105979727269,9.40689789843427,9.45353312853764,9.24894001977215,9.40257129781858,9.41172078029462
"Kynurenic acid",14.9170616814838,14.2495718961781,14.406938192502,14.6450014582381,14.6815096304287,14.8774322289635,14.5199515356381,14.693073750211,14.7551291597807,14.0546422148887,14.4850789100508,15.1684465326888,14.9991654407938,14.6709890448375,14.3237533068699,14.9551050158605,14.6345401005907
"L-allothreonine",18.4520099413784,19.4913964111285,19.4192644388779,19.7943343460121,19.56350260125,19.2463509018866,19.3611404139125,19.5185238480251,19.147476653134,19.3351904380912,19.1349038126678,19.5323000880586,19.3413479781358,19.6090768815885,19.5322841831468,19.6553178323128,19.438994633595
"L-arginine",18.3820086267828,19.5907797234022,18.6377538609524,19.5532679104155,19.1162494217729,19.9370914060492,19.7033963058305,19.9213938381451,19.7518858170189,18.7609355864283,19.0298027408027,16.697497300153,18.738490463694,19.6702077911133,17.3678143125858,19.8703310384658,19.248544151071
"L-aspartate",15.2946448235734,16.1306231748868,16.5807838867393,16.6331753485543,16.3888991090049,15.7802207110808,16.0077307366121,16.4488034103508,16.412222895044,16.4223290691562,16.5947251284501,16.5418333586786,16.3307780931058,16.042620158802,16.6036692591732,16.104440917676,16.4154299224359
"L-aspartic acid",13.5443579780524,13.4388914599214,13.5533287761508,13.5629386539379,13.5977547061744,13.5806102238794,13.9110811915062,13.4820049470358,14.1819569121371,13.3080427425959,14.0702316510517,13.5185069453907,13.7235155088663,13.6456566568253,13.8808188019605,13.616559139704,13.5571387102321
"L-citrulline",15.8058631567687,15.9648711796023,15.7032471533131,15.7981184016349,15.8120719582522,16.2600341471031,16.2532242476107,15.5117256752236,16.6019339883206,15.0912802409177,15.9633150778763,15.8121274431338,15.8509018579164,15.9335931056746,15.7922798821123,15.6360804960437,15.5720978960947
"L-cystathionine",13.5743685554299,13.0707479037961,13.5136602644182,13.7447166754383,13.2791322412934,13.6892636709194,13.5586689649747,13.3553363021982,13.6930050978636,13.4449287268191,13.2076736958207,12.9976474943827,13.4469298814562,13.7993075013869,13.5739037079762,13.7689882425924,13.4602152539207
"L-cystine",14.4297724367111,15.28372526073,15.5740165156951,15.8508758461575,15.1209073884311,15.164549227491,15.3198384707133,15.7627169881456,15.3638967201969,15.2575643989468,15.507692131499,16.2590411651276,15.3549284677454,15.8621385974962,15.4898315542983,15.8059429229581,15.8199660967902
"L-dopa",13.476989618328,13.8368939106927,14.425569500033,13.5445620198854,14.4876280242382,13.6580085153428,13.7578887021065,14.0032178921887,14.2356232362675,14.3993882612756,13.9084314263148,13.7150854233472,14.6613953784825,13.671242878959,14.5899368496352,13.4170034517953,14.3474818231438
"L-fucose",17.4542891506503,18.5658129303345,18.2399079783328,17.3853555244257,18.2264617995496,18.6259647033077,18.894761664506,18.3069786277188,18.6477976370194,18.1245190349947,18.0364160580347,17.5574584772573,18.2126135920056,18.5378088739799,17.4692794891277,18.4751713245498,18.2118739139605
"L-glutamic acid",15.2621189411326,14.9662087124303,15.2765317271914,15.0673457677665,15.0408870406733,15.6226592463228,14.9668010391347,15.2668981435098,15.0085252276625,15.5096637221961,15.0995702430232,15.0776953774052,15.134161413971,15.1609133271871,15.3157496666598,15.1737563572504,15.1268534759243
"L-glutamine",19.5932335292742,19.4366279529654,19.0455068701206,20.2552691520649,19.164206414145,19.5877906297864,19.2833229699132,19.3245431507954,19.3417614821108,19.6950390884647,19.6317131928236,19.8980066674949,19.1402115961745,19.3238102399951,19.8857118788795,19.4999050903064,19.1277309979501
"L-histidine",16.8886645924163,17.5039010498519,17.515639009,17.7626819646894,17.4764752323541,18.0683102252665,17.3960704364339,17.7692266170616,17.4299419230211,18.2762263246479,17.3821454363467,17.6282118993448,17.4428681999501,17.5256432106678,17.4522965587714,17.8058310712186,17.4639420395634
"L-homoserine",14.6815263333096,15.849957931431,15.2211480301351,15.6155693965987,15.7482537307086,15.5134232633676,15.5906528144832,15.8844712565593,15.2199317539854,15.9803459972675,15.1382646048236,15.3546018309096,15.7565437485,15.6615055189218,15.1172090905929,15.5556350861442,16.0171856849616
"L-isoleucine",18.7953665069611,17.8380845594153,18.4851674624748,18.5935058304783,18.43616934263,17.7499087984023,18.0418428795353,18.1995030757342,17.9278979717552,18.6636136558723,18.3348510189472,18.7355250166299,18.9870374651999,18.0255138853728,18.23795087453,18.243734428822,18.5873536244806
"L-lactic acid",21.7378508887906,21.5409931539975,21.6034785074353,21.5280553260387,21.5183268030613,21.4742560848793,21.4842106617013,21.4915450740435,21.5193124245177,21.5346059221564,21.5363454752468,21.6854198347215,21.4957983791722,21.4203964421793,21.5529167565632,21.5332527775155,21.4568753289654
"L-methionine",19.664362505065,19.3228689898045,19.7017713389682,20.0376840158119,19.7142785811623,20.0946249146913,19.338160311138,19.9981035681562,19.3025572417024,20.3421222565244,19.3379555121071,19.408657316792,19.710026722915,19.6282972743113,19.5919831316631,20.0214793112051,19.6848415854403
