"","MetabID","shortname","Fill..","S.N.average","Ontology","Metabolite.name","Formula","HMDB","KEGG","HMDB_accession","CHEBI_ID","PubChem_ID","BiGG_ID","INCHIKEY","SMILES","Serum","Urine","SUB_CLASS","CATEGORY","MAIN_CLASS"
"D-ribulose 5-phosphate","5118_neg","D-ribulose 5-phosphate",0.76,15.03,NA,"Ribose 5-Phosphate","null","D-Ribulose 5-phosphate;Xylulose 5-phosphate;Ribose 1-phosphate;D-Ribose 5-phosphate;7-Hydroxy-4-(trifluoromethyl)coumarin;D-Ribose 1-phosphate;Demeton-S-methyl;Phosphoribose;ribose-5-phosphate;[(3R)-3,4,5-Trihydroxy-2-oxopentyl] dihydrogen phosphate","C00199;C00231;C00620;C03736;C18655","HMDB0000618;HMDB0000868;HMDB0001489;HMDB0001548;HMDB0247257;HMDB0250796;HMDB0250995;HMDB0256491;HMDB0257215;HMDB0260227","17363;16332;16300;18189;NA;NA;38624;NA;NA;NA","439184;439190;439236;440101;NA;1074;NA;21872894;NA;615","NA;34329;34994;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"D-sedoheptulose 7-phosphate","8344_pos","D-sedoheptulose 7-phosphate",0.33,5.43,NA,"Unknown","null","D-Sedoheptulose 7-phosphate;Sedoheptulose 7-phosphate","C05382;C05382","HMDB0001068;HMDB0258206","133983;NA","92042786;616","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"D-xylose","1582_neg","D-xylose",0.71,4275.58,NA,"Unknown","null","D-Xylose;D-Ribose;2-Deoxyribonic acid;D-Ribulose;L-Arabinose;L-Xylulose;D-Xylulose;L-Ribulose;Arabinofuranose;D-Arabinose;Dipropyl disulfide;2-Deoxypentonic acid;(2R,3R,4R)-2,3,4,5-Tetrahydroxypentanal;9-Deazaguanine;alpha-D-Arabinofuranose;D-Arabinopyranose;D-Threo-3-Pentulose","C00181;C00121;C00309;C02479;C00312;C00310;C00508;C06115;C08373","HMDB0000098;HMDB0000283;HMDB0000366;HMDB0000621;HMDB0000646;HMDB0000751;HMDB0001644;HMDB0003371;HMDB0012325;HMDB0029942;HMDB0031472;HMDB0059753;HMDB0242608;HMDB0247590;HMDB0248200;HMDB0250736;HMDB0250800","53455;47013;86350;17173;40886;17399;17140;16880;6178;46996;45758;89890;NA;NA;111514;NA;NA","135191;5779;11528367;12358756;439764;89810215;12358757;9920423;440921;444173;12377;13871872;854;100684;993;229;11768736","34162;33936;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"Daidzein","6225_neg","Daidzein",0.58,31.35,"Flavones","no MS2: Chrysin; LC-ESI-QTOF; MS2; [M-H]-; CE","C15H10O4","Daidzein;""7,4'-Dihydroxyflavone"";7,8-Dihydroxyflavone;Rubiadin;Xanthenone-4-acetic acid","C10208;C12123;C10402","HMDB0003312;HMDB0247290;HMDB0247297;HMDB0257354;HMDB0259916","28197;29503;140464;69533;NA","5281708;5282073;NA;NA;NA","NA;NA;NA;NA;NA","RTIXKCRFFJGDFG-UHFFFAOYSA-N","OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC=CC=C1",TRUE,TRUE,"Isoflavones","Isoflavonoids","Isoflav-2-enes"
"Daidzein 4'-sulfate","10037_neg","Daidzein 4'-sulfate",0.22,41.45,NA,"Unknown","null","""Daidzein 4'-sulfate""","","HMDB0240698","NA","12114463","NA","null","null",FALSE,TRUE,NA,NA,NA
"Dalcetrapib","13187_pos","Dalcetrapib",0.42,598.65,NA,"Unknown","null","Dalcetrapib","","HMDB0250834","NA","NA","NA","null","null",FALSE,TRUE,"Anilides","Benzene and substituted derivatives","Anilides"
"Damnacanthal","7577_neg","Damnacanthal",0.27,20.59,NA,"Unknown","null","Damnacanthal","","HMDB0250841","NA","2948","NA","null","null",FALSE,TRUE,"Hydroxyanthraquinones","Anthracenes","Anthraquinones"
"Dansylamide","6058_neg","Dansylamide",0.27,12.5,NA,"Unknown","null","Dansylamide;serine glutamate","","HMDB0250849;HMDB0258248","NA;NA","65077;NA","NA;NA","null","null",FALSE,TRUE,"1-naphthalene sulfonic acids and derivatives","Naphthalenes","Naphthalene sulfonic acids and derivatives"
"Danusertib","16776_pos","Danusertib",0.22,285250,NA,"Unknown","null","Danusertib;Macimorelin","","HMDB0250854;HMDB0254290","NA;NA","21874004;20761479","NA;NA","null","null",FALSE,TRUE,"Phenylpiperazines","Diazinanes","Piperazines"
"Darolutamide","13030_neg","Darolutamide",0.22,8.05,NA,"Unknown","null","Darolutamide","","HMDB0255921","NA","67171868","NA","null","null",FALSE,TRUE,"Phenylpyrazoles","Azoles","Pyrazoles"
"Davallialactone","16406_pos","Davallialactone",0.16,409976.9,NA,"Unknown","null","Davallialactone","","HMDB0250883","NA","76182962","NA","null","null",FALSE,TRUE,"Catechols","Phenols","Benzenediols"
"Dcdp","12516_neg","Dcdp",0.2,770594.8,NA,"dCDP","null",NA,NA,NA,NA,NA,NA,"null","null",FALSE,TRUE,NA,NA,NA
"Dda-tetracycline","13159_neg","Dda-tetracycline",0.16,152958.2,NA,"Unknown","null","Dda-tetracycline","","HMDB0250895","NA","54684440","NA","null","null",TRUE,TRUE,"Tetracyclines","Tetracyclines",NA
"Decanoylcarnitine","9638_pos","Decanoylcarnitine",0.18,446143,NA,"Unknown","null","Decanoylcarnitine","C03299","HMDB0000651","28717","11953821","NA","null","null",FALSE,TRUE,"Acyl carnitines","Fatty acyls","Fatty acid esters"
"Declopramide","7295_pos","Declopramide",0.29,145.95,NA,"Unknown","null","Declopramide","","HMDB0250921","NA","70177","NA","null","null",FALSE,TRUE,"Aminobenzamides","Benzene and substituted derivatives","Benzoic acids and derivatives"
"Deepoxy-deoxynivalenol","7856_pos","Deepoxy-deoxynivalenol",0.18,9.91,NA,"Unknown","null","Deepoxy-deoxynivalenol;Hidroxiestilbamidina","","HMDB0250929;HMDB0259454","NA;NA","9993793;NA","NA;NA","null","null",FALSE,TRUE,"Oxepanes","Oxepanes",NA
"Deferitrin","6176_neg","Deferitrin",0.38,9.97,NA,"Unknown","null","Deferitrin","","HMDB0250934","NA","135850839","NA","null","null",TRUE,TRUE,"Alpha amino acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues"
"Deguelin","12871_neg","Deguelin",0.02,3.53,NA,"Unknown","null","Deguelin;Pyro(l-alpha-aminoadipyl)-L-histidyl-L-thiazolidine-4-carboxamide","","HMDB0250941;HMDB0254777","NA;NA","606171;123992","NA;NA","null","null",FALSE,TRUE,"Rotenones","Isoflavonoids","Rotenoids"
"Dehydroaripiprazole","15579_pos","Dehydroaripiprazole",0.04,64.65,NA,"Unknown","null","Dehydroaripiprazole","","HMDB0250942","NA","10114519","NA","null","null",FALSE,TRUE,"Phenylpiperazines","Diazinanes","Piperazines"
"Dehydroepiandrosterone sulfate","11573_neg","Dehydroepiandrosterone sulfate",0.07,21.53,NA,"Unknown","null","Dehydroepiandrosterone sulfate;Testosterone sulfate;[(2R,5S,15S)-2,15-Dimethyl-14-oxotetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-5-yl]oxidanesulfonic acid","C04555","HMDB0001032;HMDB0002833;HMDB0247812","16814;84094;NA","12594;119207;5244","44038;2794968;NA","null","null",FALSE,TRUE,"Sulfated steroids","Steroids and steroid derivatives","Sulfated steroids"
"Dehydromonocrotaline","9530_neg","Dehydromonocrotaline",0.31,20.8,NA,"Unknown","null","Dehydromonocrotaline","","HMDB0250956","NA","577090","NA","null","null",FALSE,TRUE,"Pyrrolizines","Pyrrolizines",NA
"Delimotecan","21119_pos","Delimotecan",0.24,4689310,NA,"Unknown","null","Delimotecan","","HMDB0250970","NA","NA","NA","null","null",FALSE,TRUE,"Camptothecins","Camptothecins",NA
"Delpazolid","9285_pos","Delpazolid",0.02,9.08,NA,"Unknown","null","Delpazolid","","HMDB0250974","NA","71150537","NA","null","null",FALSE,TRUE,"Aniline and substituted anilines","Benzene and substituted derivatives","Aniline and substituted anilines"
"Delta-hexanolactone","463_neg","Delta-hexanolactone",0.42,57.67,NA,"2-Methyl-2-Pentenoic Acid","null","delta-Hexanolactone;Gamma-Caprolactone;2-Methyl-4-pentenoic acid;2,3-Hexanedione;3,4-Hexanedione;Dihydro-4,4-dimethyl-2(3H)-furanone;2-Propylacrylic acid;2-Methylglutaraldehyde;2,5-Hexanedione;3-Methylpentanedial;4-Oxohexanal;Allyl glycidyl ether;Cyclopentanecarboxylic acid;Ethyl methacrylate;Vinyl butyrate","","HMDB0000453;HMDB0003843;HMDB0031158;HMDB0031491;HMDB0031492;HMDB0061929;HMDB0245232;HMDB0245235;HMDB0245506;HMDB0245934;HMDB0246562;HMDB0248167;HMDB0250667;HMDB0252052;HMDB0259821","589927;85235;NA;87583;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","13204;12756;549519;19707;62539;26312;5165043;101171;NA;80473;5323605;7838;18840;NA;NA","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"Delta-tridecalactone","4376_pos","Delta-tridecalactone",0.42,151.12,"Delta valerolactones","no MS2: delta-Tridecalactone; LC-ESI-QTOF; MS2; [M+H]+; CE","C13H24O2",NA,NA,NA,NA,NA,NA,"RZZLMGATMUAJPX-UHFFFAOYNA-N","CCCCCCCCC1CCCC(=O)O1",FALSE,TRUE,NA,NA,NA
"Demethylasterriquinone b1","17937_pos","Demethylasterriquinone b1",0.16,436091.2,NA,"Unknown","null","Demethylasterriquinone B1;Hydroxyglimepiride;Murametide","","HMDB0250991;HMDB0253269;HMDB0254950","NA;NA;NA","NA;130939;54175099","NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"Dendrodoine","7106_neg","Dendrodoine",0.49,124.19,NA,"Unknown","null","Dendrodoine","","HMDB0250998","NA","126514","NA","null","null",TRUE,TRUE,"Indolecarboxylic acids and derivatives","Indoles and derivatives","Indolecarboxylic acids and derivatives"
"Denopamine","9727_pos","Denopamine",0.04,7.03,NA,"Unknown","null","Denopamine","","HMDB0250999","NA","NA","NA","null","null",FALSE,TRUE,"Dimethoxybenzenes","Benzene and substituted derivatives","Methoxybenzenes"
"Deoxyadenosine monophosphate","10315_pos","Deoxyadenosine monophosphate",0.16,12.83,NA,"Cyclic Amp","null","Deoxyadenosine monophosphate;""2'-Deoxyadenosine 3'-monophosphate"";Benzoic acid 2-(acetyloxy)-3-[(nitrooxy)methyl]phenyl ester;Cercosporamide;Nitroaspirin;NO-aspirin","C00360","HMDB0000905;HMDB0245534;HMDB0249019;HMDB0249817;HMDB0255639;HMDB0255675","17713;NA;NA;NA;NA;NA","12599;1467;90752661;10019578;119032;9818919","34735;NA;NA;NA;NA;NA","null","null",FALSE,TRUE,"Purine 2'-deoxyribonucleoside monophosphates","Purine nucleotides","Purine deoxyribonucleotides"
"Deoxycytidine","5017_pos","Deoxycytidine",0.87,339.34,NA,"DEOXYCYTIDINE","null","Deoxycytidine;Cytosine deoxyribonucleoside;2-Nitro-alpha-((1-propenyloxy)methyl)imidazole-1-ethanol","C00881","HMDB0000014;HMDB0250725;HMDB0257268","15698;NA;NA","13711;637;93380","36280;NA;NA","null","null",TRUE,TRUE,"Pyrimidine 2'-deoxyribonucleosides","Pyrimidine nucleosides","Pyrimidine 2'-deoxyribonucleosides"
"Deoxyguanine","1188_pos","Deoxyguanine",0.58,64.94,NA,"Adenine","null","Deoxyguanine","","HMDB0251006","NA","20471973","NA","null","null",FALSE,TRUE,"Purines and purine derivatives","Imidazopyrimidines","Purines and purine derivatives"
"Deoxyinosine","6155_neg","Deoxyinosine",0.42,19.66,NA,"Unknown","null","Deoxyinosine;""3'-Deoxyinosine"";Cndac;Glucose propionate;[(2R,3S,4R,5R)-3,4,5,6-Tetrahydroxy-1-oxohexan-2-yl] 2-hydroxypropanoate;Thymine dimer","C05512","HMDB0000071;HMDB0246093;HMDB0250381;HMDB0252785;HMDB0258037;HMDB0259053","28997;NA;NA;NA;NA;131824","65058;13989619;21471201;NA;NA;NA","45942;NA;NA;NA;NA;NA","null","null",FALSE,TRUE,"Purine 2'-deoxyribonucleosides","Purine nucleosides","Purine 2'-deoxyribonucleosides"
"Deoxyribose","1064_neg","Deoxyribose",0.8,332.78,NA,"Unknown","null","Deoxyribose;(R)-2,3-Dihydroxy-isovalerate;1-Aminobenzotriazole;1-Methyl-1H-purine;2,3-Dihydroxypropyl acetate;Glyceryl 2-acetate;1,4-Anhydroribitol;1H-1,2,3-Benzotriazol-4-amine;2-Deoxy-D-ribose;3h-Pteridine;5-Deoxy-D-ribose;9-methyl-9H-purine","C01801;C04272","HMDB0003224;HMDB0012141;HMDB0243821;HMDB0243922;HMDB0243948;HMDB0244105;HMDB0244194;HMDB0244866;HMDB0245099;HMDB0246273;HMDB0246776;HMDB0247603","28816;15684;NA;NA;NA;NA;NA;NA;131350;NA;NA;63091","22833604;440279;1367;21579713;33510;641349;952;87446;10786;21880558;13420529;140687","38440;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,"Pentoses","Organooxygen compounds","Carbohydrates and carbohydrate conjugates"
"Deoxythioguanosine","7988_pos","Deoxythioguanosine",0.51,6474.56,NA,"Unknown","null","Deoxythioguanosine","","HMDB0251016","NA","NA","NA","null","null",TRUE,TRUE,"Purine 2',3'-dideoxyribonucleosides","Purine nucleosides","Purine 2',3'-dideoxyribonucleosides"
"Deoxyuridine","5013_neg","Deoxyuridine",0.87,730.32,NA,"Deoxyuridine","null","Deoxyuridine;1-((2S,4S,5R)-4-Hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)pyrimidine-2,4(1H,3H)-dione;1-[(2R,4R,5R)-3,4-Dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-2-pyrimidinone;Antigastrin;Dioxolane-THYMINE","C00526","HMDB0000012;HMDB0245528;HMDB0246409;HMDB0248486;HMDB0251438","16450;NA;NA;NA;NA","13712;640;328839;25232;9813340","35251;NA;NA;NA;NA","null","null",TRUE,TRUE,"Pyrimidine 2'-deoxyribonucleosides","Pyrimidine nucleosides","Pyrimidine 2'-deoxyribonucleosides"
"Depropionylbezitramide","14796_neg","Depropionylbezitramide",0.02,44.85,NA,"Unknown","null","Depropionylbezitramide","","HMDB0251021","NA","NA","NA","null","null",FALSE,TRUE,"Diphenylacetonitriles","Benzene and substituted derivatives","Diphenylacetonitriles"
"Desacetyl-alacepril","11396_neg","Desacetyl-alacepril",0.22,5.4,NA,"Unknown","null","Desacetyl-alacepril;N-acetylmuramoyl-L-alanine;n-acetylmuramyl-l-alanine;TUG-891","","HMDB0251027;HMDB0255070;HMDB0255071;HMDB0259323","NA;NA;NA;NA","NA;4478045;NA;NA","NA;NA;NA;NA","null","null",FALSE,TRUE,"Peptides","Carboxylic acids and derivatives","Amino acids, peptides, and analogues"
"Desaminosulfamethazine","6676_neg","Desaminosulfamethazine",0.4,16.87,NA,"Unknown","null","Desaminosulfamethazine","","HMDB0251030","NA","188299","NA","null","null",TRUE,TRUE,"Benzenesulfonamides","Benzene and substituted derivatives","Benzenesulfonamides"
"Desbutyllumefantrine","16655_pos","Desbutyllumefantrine",0.02,479570.9,NA,"Unknown","null","Desbutyllumefantrine","","HMDB0251031","NA","69904961","NA","null","null",FALSE,TRUE,"Fluorenes","Fluorenes",NA
"Desloratadine","9392_pos","Desloratadine",0.02,28.79,NA,"Unknown","null","Desloratadine","","HMDB0015102","291342","124087","NA","null","null",FALSE,TRUE,"Benzocycloheptapyridines","Benzocycloheptapyridines",NA
"Desmethyl rizatriptan","6584_pos","Desmethyl rizatriptan",0.42,255.98,NA,"Unknown","null","Desmethyl rizatriptan","","HMDB0244626","NA","10149236","NA","null","null",FALSE,TRUE,"Tryptamines and derivatives","Indoles and derivatives","Tryptamines and derivatives"
"Dexamethasone isonicotinate","17581_pos","Dexamethasone isonicotinate",0.02,953380.5,NA,"Unknown","null","Dexamethasone isonicotinate","","HMDB0251081","NA","14475474","NA","null","null",FALSE,TRUE,"Gluco/mineralocorticoids, progestogins and derivatives","Steroids and steroid derivatives","Pregnane steroids"
"Dezinamide","6546_neg","Dezinamide",0.13,6.66,NA,"Unknown","null","Dezinamide;2-Amino-9-(4-amino-2-oxopyrimidin-1-yl)-1H-purin-6-one","","HMDB0251101;HMDB0258125","NA;NA","146291;136053577","NA;NA","null","null",TRUE,TRUE,"Trifluoromethylbenzenes","Benzene and substituted derivatives","Trifluoromethylbenzenes"
"Dg(18:2n6/0:0/18:3n6)","21155_neg","Dg(18:2n6/0:0/18:3n6)",0.82,1293770,NA,"Unknown","null","DG(18:2n6/0:0/18:3n6);DG(18:2n6/0:0/18:3n3)","","HMDB0056283;HMDB0056290","NA;NA","131801983;131801990","NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"Dhlnl","8824_neg","Dhlnl",0.42,48223.63,NA,"Unknown","null","Dhlnl","","HMDB0246853","NA","73069397","NA","null","null",TRUE,TRUE,"Alpha amino acids","Carboxylic acids and derivatives","Amino acids, peptides, and analogues"
"Diacetyl benzene-1,2-dicarboxylate","6052_neg","Diacetyl benzene-1,2-dicarboxylate",0.07,4.16,NA,"Unknown","null","Diacetyl benzene-1,2-dicarboxylate","","HMDB0257835","NA","22178470","NA","null","null",FALSE,TRUE,"Tetracarboxylic acids and derivatives","Carboxylic acids and derivatives","Tetracarboxylic acids and derivatives"
"Diallyl 2,2'-oxydiethyl dicarbonate","7206_neg","Diallyl 2,2'-oxydiethyl dicarbonate",0.31,9.46,NA,"Unknown","null","""Diallyl 2,2'-oxydiethyl dicarbonate""","","HMDB0244610","NA","8879","NA","null","null",FALSE,TRUE,NA,NA,NA
"Diaminopimelic acid","3347_pos","Diaminopimelic acid",0.87,201.76,NA,"Diaminopimelic Acid","null",NA,NA,NA,NA,NA,NA,"null","null",TRUE,TRUE,"L-alpha-amino acids","Carboxylic acids and derivatives","Amino acids, peptides, and analogues"
"Diaveridine","6554_neg","Diaveridine",0.36,105.63,NA,"Unknown","null","Diaveridine","","HMDB0251144","123115","21453","NA","null","null",FALSE,TRUE,"Dimethoxybenzenes","Benzene and substituted derivatives","Methoxybenzenes"
"Dibenz(b,f)(1,4)oxazepine-10(11h)-carboxylic acid, 8-chloro-, 2-acetylhydrazide","10421_pos","Dibenz(b,f)(1,4)oxazepine-10(11h)-carboxylic acid, 8-chloro-, 2-acetylhydrazide",0.24,8.1,NA,"Unknown","null","Dibenz(b,f)(1,4)oxazepine-10(11H)-carboxylic acid, 8-chloro-, 2-acetylhydrazide;""N'-Acetyl-3-chloro-6H-benzo[b][1,4]benzoxazepine-5-carbohydrazide""","","HMDB0256187;HMDB0257530","NA;92916","29569;4336830","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"Dibenzo(b,f)thiepin-3-methanol, 5,5-dioxide","7099_neg","Dibenzo(b,f)thiepin-3-methanol, 5,5-dioxide",0.38,7.33,NA,"Unknown","null","Dibenzo(b,f)thiepin-3-methanol, 5,5-dioxide","","HMDB0259653","NA","NA","NA","null","null",FALSE,TRUE,"Dibenzothiepins","Benzothiepins","Dibenzothiepins"
"Dibenzo-p-dioxin","13782_pos","Dibenzo-p-dioxin",0.04,16.09,NA,"Unknown","null","Dibenzo-P-dioxin","","HMDB0255966","NA","53413940","NA","null","null",FALSE,TRUE,NA,NA,NA
"Dibutyryl adenosine","14003_pos","Dibutyryl adenosine",0.13,7.9,NA,"Unknown","null","Dibutyryl adenosine;""n6,2'-o-dibutyryladenosine""","","HMDB0251178;HMDB0255304","NA;NA","NA;76548755","NA;NA","null","null",FALSE,TRUE,"Purine nucleosides","Purine nucleosides",NA
"Dibutyryl cyclic 3',5'-cytidine monophosphate","15165_neg","Dibutyryl cyclic 3',5'-cytidine monophosphate",0.18,6.77,NA,"Unknown","null","""Dibutyryl cyclic 3',5'-cytidine monophosphate""","","HMDB0249394","NA","4649133","NA","null","null",FALSE,TRUE,NA,NA,NA
"Dicarbamoyl (2s)-2-aminopentanedioate","5257_neg","Dicarbamoyl (2s)-2-aminopentanedioate",0.36,27.75,NA,"Unknown","null","Dicarbamoyl (2S)-2-aminopentanedioate","","HMDB0258093","NA","87142341","NA","null","null",FALSE,TRUE,NA,NA,NA
"Dichloroisoproterenol","5925_neg","Dichloroisoproterenol",0.22,12.12,NA,"Unknown","null","Dichloroisoproterenol;Forchlorfenuron","C18604","HMDB0251197;HMDB0252436","NA;NA","5806;NA","NA;NA","null","null",FALSE,TRUE,"Dichlorobenzenes","Benzene and substituted derivatives","Halobenzenes"
"Dichlorophen","7221_pos","Dichlorophen",0.11,11.12,NA,"Unknown","null","Dichlorophen","C14292","HMDB0251200","NA","3037","NA","null","null",FALSE,TRUE,"Diphenylmethanes","Benzene and substituted derivatives","Diphenylmethanes"
"Diclofensine","9422_neg","Diclofensine",0.31,7.86,"Heteroaromatic compounds","no MS2: Dimethenamide ESA; LC-ESI-ITFT; MS2; CE","C12H19NO5S2","Diclofensine","","HMDB0251206","NA","68871","NA","YMYKMSAZEZQEER-UHFFFAOYNA-N","COCC(C)N(C(=O)CS(O)(=O)=O)C1=C(C)SC=C1C",FALSE,TRUE,"4-phenyltetrahydroisoquinolines","Tetrahydroisoquinolines","4-phenyltetrahydroisoquinolines"
"Dictyostelium","8749_neg","Dictyostelium",0.73,44.16,NA,"Unknown","null","Dictyostelium","","HMDB0251253","64598","123886","NA","null","null",TRUE,TRUE,"Alkyl-phenylketones","Organooxygen compounds","Carbonyl compounds"
"Didesethyl chloroquine","6684_neg","Didesethyl chloroquine",0.42,47.99,NA,"Unknown","null","Didesethyl Chloroquine;Boc-D-FMK","","HMDB0249267;HMDB0249331","NA;NA","122672;16760348","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"Dienestrol diacetate","11377_pos","Dienestrol diacetate",0.78,107769.6,NA,"Unknown","null","Dienestrol diacetate","","HMDB0251232","NA","6767","NA","null","null",TRUE,TRUE,"Stilbenes","Stilbenes",NA
"Diethanolamine","291_pos","Diethanolamine",0.87,1765.33,NA,"4-AMINOBUTANOATE","null","Diethanolamine;2-Amino-2-methyl-1,3-propanediol;L-Threoninol","C06772;C11260","HMDB0004437;HMDB0244975;HMDB0253919","28123;991;NA","8113;1531;5068681","NA;NA;NA","null","null",TRUE,TRUE,"1,2-aminoalcohols","Organonitrogen compounds","Amines"
"Diethyl 1,4-dihydro-2,6-dimethyl-3,5-pyridinedicarboxylate","6482_pos","Diethyl 1,4-dihydro-2,6-dimethyl-3,5-pyridinedicarboxylate",0.42,48.67,NA,"Unknown","null","Diethyl 1,4-dihydro-2,6-dimethyl-3,5-pyridinedicarboxylate;L-DOPA n-Butyl Ester","","HMDB0244409;HMDB0253881","NA;NA","70849;23274845","NA;NA","null","null",FALSE,TRUE,"Dihydropyridinecarboxylic acids and derivatives","Pyridines and derivatives","Hydropyridines"
"Diethyl sulfone","725_pos","Diethyl sulfone",0.04,602.57,NA,"Unknown","null","Diethyl sulfone","","HMDB0251241","NA","NA","NA","null","null",TRUE,TRUE,"Sulfones","Sulfonyls","Sulfones"
"Diethyl tartrate","3911_neg","Diethyl tartrate",0.42,45.09,NA,"Unknown","null","Diethyl tartrate;4,6-O-Ethylidene-alpha-D-glucose;4,6-O-Ethylidene-D-glucose","","HMDB0033584;HMDB0246614;HMDB0246615","NA;NA;NA","62333;259627;18534704","NA;NA;NA","null","null",TRUE,TRUE,"Beta hydroxy acids and derivatives","Hydroxy acids and derivatives","Beta hydroxy acids and derivatives"
"Diethylthiophosphate","2289_neg","Diethylthiophosphate",0.36,45.57,NA,"Unknown","null","Diethylthiophosphate","C06607","HMDB0001460","28006","655","NA","null","null",FALSE,TRUE,"Thiophosphate diesters","Organic thiophosphoric acids and derivatives","Thiophosphoric acid esters"
"Diflucortolone","13398_pos","Diflucortolone",0.24,24.37,NA,"Unknown","null","Diflucortolone","","HMDB0251260","NA","14445457","NA","null","null",FALSE,TRUE,"21-hydroxysteroids","Steroids and steroid derivatives","Hydroxysteroids"
"Difluprednatum","18008_pos","Difluprednatum",0.04,1351356,NA,"Unknown","null","Difluprednatum","","HMDB0251270","NA","3060","NA","null","null",FALSE,TRUE,"Gluco/mineralocorticoids, progestogins and derivatives","Steroids and steroid derivatives","Pregnane steroids"
"Difructose anhydride iii","10063_pos","Difructose anhydride iii",0.4,33.71,NA,"Unknown","null","Difructose anhydride III;Furaltadone","","HMDB0251271;HMDB0252529","NA;74803","3363160;3434","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"Diglyme","1173_pos","Diglyme",0.47,10.88,"Dialkyl ethers","no MS2: Diglyme; LC-ESI-ITFT; MS2; CE","C6H14O3","Diglyme;Trimethylolpropane","","HMDB0251284;HMDB0259243","46784;NA","8150;NA","NA;NA","SBZXBUIDTXKZTM-UHFFFAOYSA-N","COCCOCCOC",TRUE,TRUE,"Dialkyl ethers","Organooxygen compounds","Ethers"
"Dihydrobiopterin","5767_pos","Dihydrobiopterin",0.89,141.56,NA,"Unknown","null","Dihydrobiopterin;4a-Carbinolamine tetrahydrobiopterin;D-Erythro-7,8-dihydrobiopterin;9-(3,4-Dihydroxybutyl)guanine","C02953;C00268","HMDB0000038;HMDB0002215;HMDB0247294;HMDB0247573","43029;43120;64277;NA","119055;133246;252;128542","NA;NA;NA;NA","null","null",FALSE,TRUE,"Biopterins and derivatives","Pteridines and derivatives","Pterins and derivatives"
"Dihydrocaffeic acid 3-o-glucuronide","11118_neg","Dihydrocaffeic acid 3-o-glucuronide",0.36,5.94,NA,"Unknown","null","Dihydrocaffeic acid 3-O-glucuronide;6-[3-(2-carboxyethyl)-5-hydroxyphenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid;Homovanillic acid 4-glucuronide;4-(4,5-Diphenyl-1H-imidazol-2-yl)benzoyl Chloride","","HMDB0041720;HMDB0128026;HMDB0240526;HMDB0244735","NA;NA;NA;NA","49844972;NA;122372628;4072355","NA;NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"Dihydroferulic acid 4-o-glucuronide","11782_neg","Dihydroferulic acid 4-o-glucuronide",0.02,4.09,NA,"Unknown","null","Dihydroferulic acid 4-O-glucuronide;Dihydroisoferulic acid 3-glucuronide","","HMDB0041723;HMDB0240497","174946;NA","190069;49844034","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"Dihydroferulic acid 4-o-sulfate","7291_neg","Dihydroferulic acid 4-o-sulfate",0.36,10.84,NA,"Unknown","null","Dihydroferulic acid 4-O-sulfate;3-[4-methoxy-3-(sulfooxy)phenyl]propanoic acid;""2-Amino-2'-chloro-5-nitrobenzophenone"";2-Chloro-5-nitro-N-phenylbenzamide","C15627","HMDB0041724;HMDB0131144;HMDB0245576;HMDB0252995","174634;NA;NA;NA","187489;49844179;74830;644213","NA;NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"Dihydronaringenin-o-sulphate","10901_neg","Dihydronaringenin-o-sulphate",0.38,615.43,NA,"Unknown","null","Dihydronaringenin-O-sulphate;{3,5-Dichloro-4-[4-Hydroxy-3-(Propan-2-Yl)phenoxy]phenyl}acetic Acid;XIPAMIDE","","HMDB0059996;HMDB0253771;HMDB0259933","88749;NA;NA","122231132;9863447;NA","NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"Dihydroresveratrol 3-sulfate","8948_neg","Dihydroresveratrol 3-sulfate",0.38,36.6,NA,"Unknown","null","Dihydroresveratrol 3-sulfate;""Dihydroresveratrol 4'-sulfate""","","HMDB0240500;HMDB0240502","84038;NA","NA;122185058","NA;NA","null","null",FALSE,TRUE,"Stilbenes","Stilbenes",NA
