clade_name	clade_taxid	Abx-1_counts	Abx-1_coverage	Abx-1_relative_abundance	Abx-2_counts	Abx-2_coverage	Abx-2_relative_abundance	Abx-3_counts	Abx-3_coverage	Abx-3_relative_abundance	Abx-4_counts	Abx-4_coverage	Abx-4_relative_abundance	Abx-5_counts	Abx-5_coverage	Abx-5_relative_abundance	Het-1_counts	Het-1_coverage	Het-1_relative_abundance	Het-2_counts	Het-2_coverage	Het-2_relative_abundance	Het-3_counts	Het-3_coverage	Het-3_relative_abundance	Het-4_counts	Het-4_coverage	Het-4_relative_abundance	Het-5_counts	Het-5_coverage	Het-5_relative_abundance	Homo-1_counts	Homo-1_coverage	Homo-1_relative_abundance	Homo-2_counts	Homo-2_coverage	Homo-2_relative_abundance	Homo-3_counts	Homo-3_coverage	Homo-3_relative_abundance	Homo-4_counts	Homo-4_coverage	Homo-4_relative_abundance	Homo-5_counts	Homo-5_coverage	Homo-5_relative_abundance
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum gordoncarteri	2|976|200643|171549|2005473|1918540|2530390|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21650.0	0.00794	0.0199	105240.0	0.03859	0.08865	57510.0	0.02109	0.06032	50708.0	0.01859	0.0604	10637.0	0.0039	0.00889	14332.0	0.00526	0.01134	31792.0	0.01166	0.0295	0.0	0.0	0.0	367518.0	0.13476	0.30641	21724.0	0.00797	0.02607
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum intestinale	2|976|200643|171549|2005473|1918540|1796646|	1305.0	0.00046	0.00239	1865.0	0.00066	0.00406	530.0	0.00019	0.00082	0.0	0.0	0.0	961.0	0.00034	0.00157	818095.0	0.28929	0.72533	820794.0	0.29024	0.66677	789445.0	0.27916	0.79849	858922.0	0.30373	0.98662	363781.0	0.12864	0.29332	144473.0	0.05109	0.11022	537028.0	0.1899	0.48052	1911306.0	0.67586	2.08707	1420265.0	0.50223	1.14194	427580.0	0.1512	0.49476
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp002473395	2|976|200643|171549|2005473||2498093|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	189107.0	0.07859	0.19704	132617.0	0.05511	0.12661	117532.0	0.04884	0.13971	175183.0	0.0728	0.23649	86027.0	0.03575	0.08152	48234.0	0.02005	0.04325	90915.0	0.03778	0.0956	261287.0	0.10858	0.33531	347170.0	0.14428	0.32805	108165.0	0.04495	0.14709
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp009775095	2|||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1426.0	0.00042	0.00104	291.0	8e-05	0.0002	219.0	6e-05	0.00018	909.0	0.00026	0.00086	0.0	0.0	0.0	621.0	0.00018	0.00039	1893.0	0.00055	0.00139	2135.0	0.00062	0.00192	803.0	0.00023	0.00053	473.0	0.00014	0.00045
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum intestinale	2|976|200643|171549|2005473|2518497|2094151|	5492.0	0.0024	0.01237	6956.0	0.00303	0.01868	6688.0	0.00292	0.01281	2848.0	0.00124	0.00624	2842.0	0.00124	0.00571	1963254.0	0.85635	2.14711	2215142.0	0.96622	2.21968	1634971.0	0.71316	2.03987	2075512.0	0.90532	2.94083	1676144.0	0.73112	1.66707	453149.0	0.19766	0.42646	455356.0	0.19862	0.50259	2112807.0	0.92159	2.84586	4648635.0	2.02769	4.61047	525214.0	0.22909	0.74965
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp910579675	2|976|200643|171549|2005473|||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	489.0	0.00018	0.00044	424.0	0.00015	0.00035	1756.0	0.00063	0.00181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	282.0	0.0001	0.00026	2818605.0	1.01345	3.12955	6175.0	0.00222	0.00505	91153.0	0.03277	0.10725
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA3263;s__UBA3263 sp001689615	2|976|200643|171549|2005473||2498093|	2141.0	0.00097	0.00504	1936.0	0.00088	0.00543	1473.0	0.00067	0.00295	1370.0	0.00062	0.00313	3447.0	0.00157	0.00723	826038.0	0.37613	0.94307	893802.0	0.40699	0.93497	941310.0	0.42862	1.226	573810.0	0.26128	0.84875	512287.0	0.23327	0.53189	504486.0	0.22972	0.49563	1629289.0	0.74189	1.87725	1574926.0	0.71714	2.21453	1513604.0	0.68921	1.56711	438513.0	0.19968	0.65338
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp001689485	2|||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	442483.0	0.16232	0.40699	363378.0	0.1333	0.30624	444120.0	0.16292	0.46601	390893.0	0.1434	0.46581	49760.0	0.01825	0.04162	14314.0	0.00525	0.01133	63293.0	0.02322	0.05875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp001689685	2|976|200643|171549|2005473|||	6433.0	0.00245	0.01266	5120.0	0.00195	0.01201	1667.0	0.00064	0.00279	1949.0	0.00074	0.00373	2682.0	0.00102	0.00471	1604210.0	0.61115	1.53233	1694162.0	0.64542	1.48271	2148316.0	0.81844	2.34101	1395381.0	0.5316	1.72683	343430.0	0.13084	0.29833	222075.0	0.0846	0.18254	499598.0	0.19033	0.48161	9504225.0	3.62081	11.18109	3669230.0	1.39786	3.1784	1445475.0	0.55068	1.80196
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp002491305	2|976|200643|171549|2005473||2489218|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23847.0	0.00963	0.02416	51785.0	0.02092	0.04806	62110.0	0.02509	0.07178	48000.0	0.01939	0.063	2404.0	0.00097	0.00221	13457.0	0.00544	0.01173	3179.0	0.00128	0.00325	0.0	0.0	0.0	78021.0	0.03152	0.07167	118718.0	0.04796	0.15695
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp004102805	2|976||||||	11262.0	0.00377	0.01947	12490.0	0.00418	0.02572	4008.0	0.00134	0.00589	7060.0	0.00236	0.01186	12418.0	0.00416	0.01914	3037298.0	1.01635	2.54828	3710520.0	1.24163	2.85237	3036181.0	1.01598	2.90603	3942473.0	1.31925	4.28543	1046992.0	0.35035	0.79885	2439088.0	0.81618	1.76095	4249351.0	1.42194	3.598	2848977.0	0.95334	2.94391	3956594.0	1.32397	3.01039	2078729.0	0.69559	2.27614
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp013316675	2|976||||||	302.0	0.0001	0.00053	720.0	0.00024	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	840776.0	0.28376	0.71146	625712.0	0.21118	0.48513	651521.0	0.21989	0.62895	832066.0	0.28082	0.91221	246023.0	0.08303	0.18933	406150.0	0.13707	0.29575	356349.0	0.12027	0.30432	0.0	0.0	0.0	40487.0	0.01366	0.03107	10155.0	0.00343	0.01122
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	2|976|200643|171549|171550|||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22839.0	0.00583	0.01259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp002428825	2|976||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	245.0	0.00012	0.00055	127965.0	0.06201	0.15548	576669.0	0.27944	0.64196	288908.0	0.14	0.40045	338326.0	0.16395	0.53257	132659.0	0.06428	0.14658	21966.0	0.01064	0.02297	887852.0	0.43024	1.08866	0.0	0.0	0.0	0.0	0.0	0.0	346.0	0.00017	0.00055
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp910576555	2|976||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72186.0	0.0295	0.07396	70222.0	0.0287	0.06592	103263.0	0.0422	0.1207	65250.0	0.02667	0.08662	93798.0	0.03833	0.0874	47710.0	0.0195	0.04207	106262.0	0.04343	0.10988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp910577475	2|976||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70254.0	0.03012	0.07551	66310.0	0.02843	0.0653	138132.0	0.05922	0.16938	51379.0	0.02203	0.07155	52455.0	0.02249	0.05127	116821.0	0.05008	0.10805	98694.0	0.04231	0.10706	197067.0	0.08448	0.26087	109411.0	0.0469	0.10665	118240.0	0.05069	0.16586
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp910587675	2|976||||||	3225.0	0.0013	0.00671	823.0	0.00033	0.00204	2239.0	0.0009	0.00396	205.0	8e-05	0.00041	143.0	6e-05	0.00027	956479.0	0.38519	0.96578	1051438.0	0.42343	0.97274	1842194.0	0.74188	2.12203	1010845.0	0.40709	1.32237	1682015.0	0.67738	1.54453	709628.0	0.28578	0.61659	788772.0	0.31765	0.80377	1184508.0	0.47702	1.47305	764.0	0.00031	0.0007	1104.0	0.00044	0.00146
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes timonensis	2|976|200643|171549|171550|239759|1465754|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	224008.0	0.06056	0.15184	307596.0	0.08316	0.19104	208169.0	0.05628	0.16098	131251.0	0.03548	0.11527	321531.0	0.08693	0.19821	205202.0	0.05548	0.11969	141437.0	0.03824	0.09676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	2|976|200643|171549|2005525|375288|823|	19918.0	0.00417	0.02154	16183.0	0.00339	0.02085	28856.0	0.00604	0.02653	8262.0	0.00173	0.00869	11743.0	0.00246	0.01132	9481102.0	1.98491	4.97671	3589497.0	0.75148	1.72635	6937600.0	1.45241	4.15438	4295717.0	0.89933	2.92136	10521971.0	2.20282	5.02278	2187344.0	0.45793	0.98801	3261537.0	0.68282	1.72777	12188.0	0.00255	0.00788	7085375.0	1.48335	3.37278	3987691.0	0.83484	2.73179
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii	2|976|200643|171549|2005525|375288|328812|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1059109.0	0.16209	0.4064	492627.0	0.07539	0.1732	583919.0	0.08936	0.25561	484092.0	0.07409	0.24066	467259.0	0.07151	0.16306	248232.0	0.03799	0.08197	927505.0	0.14195	0.35918	0.0	0.0	0.0	0.0	0.0	0.0	9211.0	0.00141	0.00461
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Epilithonimonas;s__Epilithonimonas vandammei	2|976|117743|200644|2762318|2782229|420404|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	276.0	9e-05	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__Zag111 sp910584405	2|1798710||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	177.0	8e-05	0.00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__Mucispirillum;s__Mucispirillum schaedleri	2|200930|68337|191393|191394|248038|248039|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4686.0	0.00222	0.00562	6077.0	0.00288	0.00889	42595.0	0.02019	0.0459	0.0	0.0	0.0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila sp910585945	2|1224|28221|213115|194924|||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	243.0	8e-05	0.00041	0.0	0.0	0.0	55361.0	0.01862	0.04669	137754.0	0.04634	0.10645	28602.0	0.00962	0.02752	61556.0	0.02071	0.06726	23896.0	0.00804	0.01833	798230.0	0.26851	0.57932	237912.0	0.08003	0.2025	8637.0	0.00291	0.00897	118921.0	0.04	0.09096	280548.0	0.09437	0.3088
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp009773975	2|1224||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2132.0	0.00075	0.00188	0.0	0.0	0.0	0.0	0.0	0.0	1793.0	0.00063	0.00205	37270.0	0.01312	0.02991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp910575755	2|1224||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2117.0	0.00086	0.0043	0.0	0.0	0.0	54881.0	0.02221	0.05569	228520.0	0.09249	0.21247	87213.0	0.0353	0.10096	156439.0	0.06332	0.20567	202385.0	0.08191	0.18677	1339333.0	0.54206	1.16953	210142.0	0.08505	0.21521	0.0	0.0	0.0	239037.0	0.09674	0.21997	804963.0	0.32579	1.06606
d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__Pelethenecus;s__Pelethenecus sp900540705	2|1239|186801|186802|186803|||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69539.0	0.03908	0.09797	32332.0	0.01817	0.04174	217194.0	0.12205	0.34909	28067.0	0.01577	0.05123	297116.0	0.16696	0.38069	12631.0	0.0071	0.01531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium cocleatum	2|1239|526524|526525|128827|1505663|69824|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1635.0	0.0006	0.00151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6822.0	0.0025	0.00571	0.0	0.0	0.0	82539.0	0.03029	0.07666	779.0	0.00029	0.00088	3767.0	0.00138	0.00314	4917.0	0.0018	0.00591
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__C-19;s__C-19 sp910576855	2|||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1553.0	0.00067	0.00169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella;s__Dubosiella sp004793885	2|1239|526524|526525|128827||2049044|	10327.0	0.00407	0.02101	12515.0	0.00493	0.03034	11096.0	0.00437	0.01919	36718.0	0.01446	0.07262	7892.0	0.00311	0.01432	4715993.0	1.85746	4.65717	3075588.0	1.21137	2.78284	3112506.0	1.22591	3.50649	3141372.0	1.23728	4.01915	2968503.0	1.16919	2.66594	15060002.0	5.9316	12.79775	1859730.0	0.73248	1.85344	5621746.0	2.21421	6.83748	6186024.0	2.43646	5.53991	2030692.0	0.79982	2.61719
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;s__Faecalibaculum rodentium	2|1239|526524|526525|128827|1729679|1702221|	67807.0	0.03023	0.15616	73429.0	0.03274	0.20148	102068.0	0.04551	0.19984	65304.0	0.02912	0.14621	49405.0	0.02203	0.10146	26657240.0	11.88545	29.8001	32816853.0	14.63178	33.61323	21089871.0	9.40317	26.89612	21205147.0	9.45457	30.71211	36600993.0	16.31899	37.20996	24363522.0	10.86277	23.437	14686637.0	6.54821	16.5693	220041.0	0.09811	0.30296	20106689.0	8.96481	20.38378	10212236.0	4.55325	14.89928
d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sp002311155	2|1239|526524|526525|2810281|191303|2304578|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5871.0	0.00236	0.00509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	2|1239|91061|186826|81852|1350|1351|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2428.0	0.00084	0.00213	3759.0	0.0013	0.00401	614.0	0.00021	0.00048	3184.0	0.0011	0.0036
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D gallinarum	2|1239|91061|186826|81852|1350|1353|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3749.0	0.00114	0.00325	561.0	0.00017	0.00055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus intestinalis	2|1239|91061|186826|33958|1578|151781|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156713.0	0.08374	0.20996	65235.0	0.03486	0.08008	36694.0	0.01961	0.05608	174000.0	0.09298	0.30203	2692.0	0.00144	0.00328	1510.0	0.00081	0.00174	12020.0	0.00642	0.01625	243856.0	0.13031	0.40239	3981.0	0.00213	0.00484	15416.0	0.00824	0.02696
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus johnsonii	2|1239|91061|186826|33958|1578|33959|	1819.0	0.00096	0.00494	3049.0	0.0016	0.00987	770.0	0.00041	0.00178	715.0	0.00038	0.00189	9224.0	0.00485	0.02235	1048636.0	0.55162	1.38306	815976.0	0.42923	0.98607	554388.0	0.29163	0.83415	690886.0	0.36343	1.18056	117923.0	0.06203	0.14144	209527.0	0.11022	0.2378	3194249.0	1.68029	4.25173	778291.0	0.40941	1.26426	379125.0	0.19943	0.45346	1123831.0	0.59118	1.93446
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus murinus	2|1239|91061|186826|33958|2767887|1622|	321.0	0.00016	0.00082	237.0	0.00012	0.00072	0.0	0.0	0.0	0.0	0.0	0.0	340.0	0.00017	0.00078	430455.0	0.21309	0.53426	396468.0	0.19626	0.45087	221033.0	0.10942	0.31297	249744.0	0.12363	0.4016	42306.0	0.02094	0.04775	139901.0	0.06925	0.14942	265282.0	0.13132	0.33229	621287.0	0.30755	0.94972	491726.0	0.24342	0.55347	259900.0	0.12866	0.42099
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus salivarius	2|1239|91061|186826|33958|2767887|1624|	0.0	0.0	0.0	0.0	0.0	0.0	82.0	4e-05	0.00019	349.0	0.00018	0.00091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus balticus	2|1239|91061|186826|33958|2742598|2759747|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	240.0	0.00011	0.00028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	240.0	0.00011	0.00035	0.0	0.0	0.0	960.0	0.00045	0.00147
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri	2|1239|91061|186826|33958|2742598|1598|2|1239|91061|186826|33958|2742598|1598|2|1239|91061|186826|33958|2742598|1598|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	331927.0	0.17778	0.44574	231910.0	0.124	0.28485	142452.0	0.0763	0.21823	184634.0	0.09889	0.32123	34575.0	0.01852	0.04223	119632.0	0.06407	0.13824	554595.0	0.29704	0.75161	141760.0	0.07593	0.23446	22820.0	0.01222	0.02779	95429.0	0.05111	0.16725
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus cremoris	2|1239|91061|186826|1300|1357|1359|	69484.0	0.02902	0.1499	68429.0	0.02858	0.17588	65986.0	0.02756	0.12102	74790.0	0.03124	0.15685	66570.0	0.0278	0.12805	1053267.0	0.43989	1.10292	146026.0	0.06099	0.1401	1051595.0	0.43919	1.25622	304092.0	0.127	0.41255	327726.0	0.13687	0.31209	1622.0	0.00068	0.00146	1809.0	0.00076	0.00191	127.0	5e-05	0.00016	3864.0	0.00161	0.00367	64.0	3e-05	9e-05
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	2|1239|91061|186826|1300|1357|1358|	45032357.0	19.23537	99.35713	37737895.0	16.11957	99.20188	52962221.0	22.62257	99.34258	46296489.0	19.77533	99.30087	50502271.0	21.57181	99.35535	5025.0	0.00215	0.00538	884.0	0.00038	0.00087	112702.0	0.04814	0.1377	82473.0	0.03523	0.11443	138994.0	0.05937	0.13538	142961.0	0.06107	0.13175	227781.0	0.0973	0.24619	372613.0	0.15916	0.49149	811300.0	0.34654	0.78796	265531.0	0.11342	0.37114
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus danieliae	2|1239|91061|186826|1300|1301|747656|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2307.0	0.00118	0.00296	1036.0	0.00053	0.00122	3984.0	0.00204	0.00584	181.0	9e-05	0.0003	0.0	0.0	0.0	1638.0	0.00084	0.00181	0.0	0.0	0.0	0.0	0.0	0.0	21.0	1e-05	2e-05	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp004569635	2|1239|91061|186826|1300|1301|2558276|	210.0	9e-05	0.00048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5693.0	0.00252	0.00631	1240.0	0.00055	0.00126	8195.0	0.00362	0.01037	3298.0	0.00146	0.00474	22.0	1e-05	2e-05	1983.0	0.00088	0.00189	1069.0	0.00047	0.0012	2533.0	0.00112	0.00346	11371.0	0.00503	0.01143	588.0	0.00026	0.00085
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__Caccenecus;s__	2|1239||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	391.0	0.00021	0.00053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
